timestamp,dorm,consumption_kwh
2025-01-11 05:00:00,Dorm_B,11.6
2025-01-11 06:00:00,Dorm_B,27.99
2025-01-11 07:00:00,Dorm_B,20.97
2025-01-11 08:00:00,Dorm_B,21.56
2025-01-11 09:00:00,Dorm_B,23.07
2025-01-11 10:00:00,Dorm_B,18.1
2025-01-11 11:00:00,Dorm_B,13.57
2025-01-11 12:00:00,Dorm_B,15.72
2025-01-11 13:00:00,Dorm_B,17.58
2025-01-11 14:00:00,Dorm_B,19.03
2025-01-11 15:00:00,Dorm_B,14.6
2025-01-11 16:00:00,Dorm_B,12.77
2025-01-11 17:00:00,Dorm_B,19.51
2025-01-11 18:00:00,Dorm_B,39.85
2025-01-11 19:00:00,Dorm_B,39.84
2025-01-11 20:00:00,Dorm_B,41.23
2025-01-11 21:00:00,Dorm_B,36.06
2025-01-11 22:00:00,Dorm_B,42.26
2025-01-11 23:00:00,Dorm_B,19.63
2025-01-12 00:00:00,Dorm_B,19.0
2025-01-12 01:00:00,Dorm_B,14.95
2025-01-12 02:00:00,Dorm_B,17.57
2025-01-12 03:00:00,Dorm_B,19.89
2025-01-12 04:00:00,Dorm_B,18.59
2025-01-12 05:00:00,Dorm_B,11.43
2025-01-12 06:00:00,Dorm_B,21.84
2025-01-12 07:00:00,Dorm_B,22.36
2025-01-12 08:00:00,Dorm_B,29.86
2025-01-12 09:00:00,Dorm_B,24.33
2025-01-12 10:00:00,Dorm_B,10.77
2025-01-12 11:00:00,Dorm_B,13.75
2025-01-12 12:00:00,Dorm_B,12.67
2025-01-12 13:00:00,Dorm_B,19.62
2025-01-12 14:00:00,Dorm_B,17.23
2025-01-12 15:00:00,Dorm_B,17.34
2025-01-12 16:00:00,Dorm_B,12.92
2025-01-12 17:00:00,Dorm_B,18.65
2025-01-12 18:00:00,Dorm_B,38.21
2025-01-12 19:00:00,Dorm_B,35.7
2025-01-12 20:00:00,Dorm_B,32.65
2025-01-12 21:00:00,Dorm_B,40.64
2025-01-12 22:00:00,Dorm_B,31.91
2025-01-12 23:00:00,Dorm_B,11.1
2025-01-13 00:00:00,Dorm_B,17.17
2025-01-13 01:00:00,Dorm_B,14.21
2025-01-13 02:00:00,Dorm_B,14.96
2025-01-13 03:00:00,Dorm_B,16.19
2025-01-13 04:00:00,Dorm_B,11.92
2025-01-13 05:00:00,Dorm_B,18.08
2025-01-13 06:00:00,Dorm_B,20.34
2025-01-13 07:00:00,Dorm_B,25.0
2025-01-13 08:00:00,Dorm_B,22.22
2025-01-13 09:00:00,Dorm_B,25.07
2025-01-13 10:00:00,Dorm_B,10.16
2025-01-13 11:00:00,Dorm_B,18.14
2025-01-13 12:00:00,Dorm_B,16.33
2025-01-13 13:00:00,Dorm_B,19.22
2025-01-13 14:00:00,Dorm_B,15.97
2025-01-13 15:00:00,Dorm_B,17.57
2025-01-13 16:00:00,Dorm_B,16.55
2025-01-13 17:00:00,Dorm_B,13.08
2025-01-13 18:00:00,Dorm_B,33.6
2025-01-13 19:00:00,Dorm_B,37.55
2025-01-13 20:00:00,Dorm_B,42.08
2025-01-13 21:00:00,Dorm_B,35.31
2025-01-13 22:00:00,Dorm_B,30.93
2025-01-13 23:00:00,Dorm_B,17.58
2025-01-14 00:00:00,Dorm_B,19.48
2025-01-14 01:00:00,Dorm_B,15.14
2025-01-14 02:00:00,Dorm_B,16.19
2025-01-14 03:00:00,Dorm_B,10.54
2025-01-14 04:00:00,Dorm_B,11.47
2025-01-14 05:00:00,Dorm_B,14.15
2025-01-14 06:00:00,Dorm_B,27.08
2025-01-14 07:00:00,Dorm_B,23.4
2025-01-14 08:00:00,Dorm_B,22.52
2025-01-14 09:00:00,Dorm_B,29.85
2025-01-14 10:00:00,Dorm_B,17.11
2025-01-14 11:00:00,Dorm_B,12.48
2025-01-14 12:00:00,Dorm_B,17.18
2025-01-14 13:00:00,Dorm_B,18.7
2025-01-14 14:00:00,Dorm_B,17.72
2025-01-14 15:00:00,Dorm_B,13.37
2025-01-14 16:00:00,Dorm_B,16.0
2025-01-14 17:00:00,Dorm_B,15.36
2025-01-14 18:00:00,Dorm_B,39.86
2025-01-14 19:00:00,Dorm_B,33.55
2025-01-14 20:00:00,Dorm_B,31.44
2025-01-14 21:00:00,Dorm_B,34.68
2025-01-14 22:00:00,Dorm_B,42.24
2025-01-14 23:00:00,Dorm_B,19.49
2025-01-01 00:00:00,Dorm_C,19.19
2025-01-01 01:00:00,Dorm_C,16.97
2025-01-01 02:00:00,Dorm_C,18.38
2025-01-01 03:00:00,Dorm_C,12.43
2025-01-01 04:00:00,Dorm_C,13.31
2025-01-01 05:00:00,Dorm_C,16.46
2025-01-01 06:00:00,Dorm_C,23.0
2025-01-01 07:00:00,Dorm_C,25.14
2025-01-01 08:00:00,Dorm_C,24.91
2025-01-01 09:00:00,Dorm_C,24.27
2025-01-01 10:00:00,Dorm_C,12.26
2025-01-01 11:00:00,Dorm_C,14.24
2025-01-01 12:00:00,Dorm_C,13.35
2025-01-01 13:00:00,Dorm_C,19.0
2025-01-01 14:00:00,Dorm_C,12.32
2025-01-01 15:00:00,Dorm_C,16.79
2025-01-01 16:00:00,Dorm_C,13.55
2025-01-01 17:00:00,Dorm_C,16.96
2025-01-01 18:00:00,Dorm_C,37.71
2025-01-01 19:00:00,Dorm_C,31.27
2025-01-01 20:00:00,Dorm_C,43.06
2025-01-01 21:00:00,Dorm_C,41.65
2025-01-01 22:00:00,Dorm_C,39.59
2025-01-01 23:00:00,Dorm_C,16.6
2025-01-02 00:00:00,Dorm_C,13.49
2025-01-02 01:00:00,Dorm_C,11.29
2025-01-02 02:00:00,Dorm_C,19.45
2025-01-02 03:00:00,Dorm_C,10.16
2025-01-02 04:00:00,Dorm_C,19.53
2025-01-02 05:00:00,Dorm_C,11.23
2025-01-02 06:00:00,Dorm_C,21.04
2025-01-02 07:00:00,Dorm_C,22.48
2025-01-02 08:00:00,Dorm_C,26.91
2025-01-02 09:00:00,Dorm_C,21.28
2025-01-02 10:00:00,Dorm_C,12.74
2025-01-02 11:00:00,Dorm_C,18.96
2025-01-02 12:00:00,Dorm_C,12.35
2025-01-02 13:00:00,Dorm_C,10.83
2025-01-02 14:00:00,Dorm_C,15.64
2025-01-02 15:00:00,Dorm_C,12.94
2025-01-02 16:00:00,Dorm_C,17.99
2025-01-02 17:00:00,Dorm_C,11.56
2025-01-02 18:00:00,Dorm_C,37.74
2025-01-02 19:00:00,Dorm_C,44.03
2025-01-02 20:00:00,Dorm_C,30.39
2025-01-02 21:00:00,Dorm_C,37.41
2025-01-02 22:00:00,Dorm_C,37.48
2025-01-02 23:00:00,Dorm_C,11.79
2025-01-03 00:00:00,Dorm_C,16.43
2025-01-03 01:00:00,Dorm_C,11.35
2025-01-03 02:00:00,Dorm_C,11.26
2025-01-03 03:00:00,Dorm_C,15.91
2025-01-03 04:00:00,Dorm_C,19.99
2025-01-03 05:00:00,Dorm_C,14.95
2025-01-03 06:00:00,Dorm_C,21.76
2025-01-03 07:00:00,Dorm_C,29.92
2025-01-03 08:00:00,Dorm_C,29.11
2025-01-03 09:00:00,Dorm_C,22.05
2025-01-03 10:00:00,Dorm_C,13.6
2025-01-03 11:00:00,Dorm_C,16.05
2025-01-03 12:00:00,Dorm_C,10.6
2025-01-03 13:00:00,Dorm_C,16.2
2025-01-03 14:00:00,Dorm_C,14.58
2025-01-03 15:00:00,Dorm_C,13.13
2025-01-03 16:00:00,Dorm_C,18.03
2025-01-03 17:00:00,Dorm_C,11.57
2025-01-03 18:00:00,Dorm_C,35.47
2025-01-03 19:00:00,Dorm_C,40.11
2025-01-03 20:00:00,Dorm_C,33.5
2025-01-03 21:00:00,Dorm_C,30.54
2025-01-03 22:00:00,Dorm_C,36.73
2025-01-03 23:00:00,Dorm_C,17.38
2025-01-04 00:00:00,Dorm_C,13.75
2025-01-04 01:00:00,Dorm_C,19.98
2025-01-04 02:00:00,Dorm_C,19.6
2025-01-04 03:00:00,Dorm_C,13.47
2025-01-04 04:00:00,Dorm_C,19.43
2025-01-04 05:00:00,Dorm_C,15.02
2025-01-04 06:00:00,Dorm_C,28.28
2025-01-04 07:00:00,Dorm_C,20.97
2025-01-04 08:00:00,Dorm_C,28.97
2025-01-04 09:00:00,Dorm_C,29.66
2025-01-04 10:00:00,Dorm_C,13.64
2025-01-04 11:00:00,Dorm_C,13.96
2025-01-04 12:00:00,Dorm_C,18.71
2025-01-04 13:00:00,Dorm_C,12.64
2025-01-04 14:00:00,Dorm_C,19.02
2025-01-04 15:00:00,Dorm_C,18.34
2025-01-04 16:00:00,Dorm_C,17.02
2025-01-04 17:00:00,Dorm_C,17.89
2025-01-04 18:00:00,Dorm_C,42.5
2025-01-04 19:00:00,Dorm_C,32.26
2025-01-04 20:00:00,Dorm_C,44.78
2025-01-04 21:00:00,Dorm_C,41.28
2025-01-04 22:00:00,Dorm_C,42.62
2025-01-04 23:00:00,Dorm_C,15.53
2025-01-05 00:00:00,Dorm_C,16.32
2025-01-05 01:00:00,Dorm_C,16.61
2025-01-05 02:00:00,Dorm_C,16.69
2025-01-05 03:00:00,Dorm_C,16.42
2025-01-05 04:00:00,Dorm_C,11.0
2025-01-05 05:00:00,Dorm_C,19.34
2025-01-05 06:00:00,Dorm_C,26.99
2025-01-05 07:00:00,Dorm_C,24.75
2025-01-05 08:00:00,Dorm_C,26.67
2025-01-05 09:00:00,Dorm_C,25.08
2025-01-05 10:00:00,Dorm_C,12.41
2025-01-05 11:00:00,Dorm_C,18.3
2025-01-05 12:00:00,Dorm_C,17.48
2025-01-05 13:00:00,Dorm_C,18.47
2025-01-05 14:00:00,Dorm_C,12.14
2025-01-05 15:00:00,Dorm_C,13.82
2025-01-05 16:00:00,Dorm_C,17.65
2025-01-05 17:00:00,Dorm_C,18.52
2025-01-05 18:00:00,Dorm_C,30.99
2025-01-05 19:00:00,Dorm_C,33.73
2025-01-05 20:00:00,Dorm_C,33.06
2025-01-05 21:00:00,Dorm_C,35.36
2025-01-05 22:00:00,Dorm_C,30.64
2025-01-05 23:00:00,Dorm_C,15.16
2025-01-06 00:00:00,Dorm_C,17.84
2025-01-06 01:00:00,Dorm_C,15.65
2025-01-06 02:00:00,Dorm_C,11.34
2025-01-06 03:00:00,Dorm_C,10.06
2025-01-06 04:00:00,Dorm_C,10.97
2025-01-06 05:00:00,Dorm_C,12.17
2025-01-06 06:00:00,Dorm_C,26.51
2025-01-06 07:00:00,Dorm_C,29.4
2025-01-06 08:00:00,Dorm_C,25.38
2025-01-06 09:00:00,Dorm_C,29.14
2025-01-06 10:00:00,Dorm_C,17.53
2025-01-06 11:00:00,Dorm_C,18.32
2025-01-06 12:00:00,Dorm_C,15.79
2025-01-06 13:00:00,Dorm_C,19.8
2025-01-06 14:00:00,Dorm_C,10.66
2025-01-06 15:00:00,Dorm_C,18.26
2025-01-06 16:00:00,Dorm_C,17.29
2025-01-06 17:00:00,Dorm_C,18.07
2025-01-06 18:00:00,Dorm_C,33.43
2025-01-06 19:00:00,Dorm_C,35.97
2025-01-06 20:00:00,Dorm_C,37.02
2025-01-06 21:00:00,Dorm_C,37.39
2025-01-06 22:00:00,Dorm_C,33.09
2025-01-06 23:00:00,Dorm_C,17.65
2025-01-07 00:00:00,Dorm_C,16.72
2025-01-07 01:00:00,Dorm_C,16.49
2025-01-07 02:00:00,Dorm_C,10.53
2025-01-07 03:00:00,Dorm_C,17.01
2025-01-07 04:00:00,Dorm_C,11.95
2025-01-07 05:00:00,Dorm_C,10.44
2025-01-07 06:00:00,Dorm_C,28.79
2025-01-07 07:00:00,Dorm_C,23.09
2025-01-07 08:00:00,Dorm_C,28.65
2025-01-07 09:00:00,Dorm_C,29.36
2025-01-07 10:00:00,Dorm_C,10.35
2025-01-07 11:00:00,Dorm_C,10.88
2025-01-07 12:00:00,Dorm_C,18.18
2025-01-07 13:00:00,Dorm_C,17.05
2025-01-07 14:00:00,Dorm_C,15.91
2025-01-07 15:00:00,Dorm_C,19.9
2025-01-07 16:00:00,Dorm_C,17.85
2025-01-07 17:00:00,Dorm_C,12.86
2025-01-07 18:00:00,Dorm_C,36.58
2025-01-07 19:00:00,Dorm_C,41.0
2025-01-07 20:00:00,Dorm_C,43.82
2025-01-07 21:00:00,Dorm_C,33.08
2025-01-07 22:00:00,Dorm_C,35.83
2025-01-07 23:00:00,Dorm_C,14.4
2025-01-08 00:00:00,Dorm_C,10.3
2025-01-08 01:00:00,Dorm_C,16.6
2025-01-08 02:00:00,Dorm_C,15.17
2025-01-08 03:00:00,Dorm_C,16.18
2025-01-08 04:00:00,Dorm_C,19.19
2025-01-08 05:00:00,Dorm_C,16.23
2025-01-08 06:00:00,Dorm_C,29.14
2025-01-08 07:00:00,Dorm_C,23.57
2025-01-08 08:00:00,Dorm_C,27.35
2025-01-08 09:00:00,Dorm_C,27.11
2025-01-08 10:00:00,Dorm_C,12.51
2025-01-08 11:00:00,Dorm_C,16.48
2025-01-08 12:00:00,Dorm_C,14.25
2025-01-08 13:00:00,Dorm_C,11.22
2025-01-08 14:00:00,Dorm_C,15.91
2025-01-08 15:00:00,Dorm_C,18.28
2025-01-08 16:00:00,Dorm_C,18.25
2025-01-08 17:00:00,Dorm_C,14.21
2025-01-08 18:00:00,Dorm_C,33.54
2025-01-08 19:00:00,Dorm_C,30.23
2025-01-08 20:00:00,Dorm_C,41.9
2025-01-08 21:00:00,Dorm_C,41.0
2025-01-08 22:00:00,Dorm_C,39.94
2025-01-08 23:00:00,Dorm_C,12.72
2025-01-09 00:00:00,Dorm_C,17.9
2025-01-09 01:00:00,Dorm_C,14.47
2025-01-09 02:00:00,Dorm_C,11.75
2025-01-09 03:00:00,Dorm_C,12.16
2025-01-09 04:00:00,Dorm_C,17.67
2025-01-09 05:00:00,Dorm_C,16.06
2025-01-09 06:00:00,Dorm_C,25.96
2025-01-09 07:00:00,Dorm_C,20.72
2025-01-09 08:00:00,Dorm_C,27.08
2025-01-09 09:00:00,Dorm_C,22.17
2025-01-09 10:00:00,Dorm_C,19.47
2025-01-09 11:00:00,Dorm_C,19.36
2025-01-09 12:00:00,Dorm_C,13.09
2025-01-09 13:00:00,Dorm_C,14.69
2025-01-09 14:00:00,Dorm_C,14.36
2025-01-09 15:00:00,Dorm_C,15.46
2025-01-09 16:00:00,Dorm_C,14.68
2025-01-09 17:00:00,Dorm_C,13.94
2025-01-09 18:00:00,Dorm_C,38.72
2025-01-09 19:00:00,Dorm_C,41.82
2025-01-09 20:00:00,Dorm_C,32.7
2025-01-09 21:00:00,Dorm_C,34.44
2025-01-09 22:00:00,Dorm_C,41.53
2025-01-09 23:00:00,Dorm_C,12.2
2025-01-10 00:00:00,Dorm_C,17.23
2025-01-10 01:00:00,Dorm_C,19.13
2025-01-10 02:00:00,Dorm_C,14.87
2025-01-10 03:00:00,Dorm_C,16.97
2025-01-10 04:00:00,Dorm_C,15.91
2025-01-10 05:00:00,Dorm_C,11.28
2025-01-10 06:00:00,Dorm_C,29.46
2025-01-10 07:00:00,Dorm_C,26.22
2025-01-10 08:00:00,Dorm_C,26.53
2025-01-10 09:00:00,Dorm_C,21.2
2025-01-10 10:00:00,Dorm_C,15.23
2025-01-10 11:00:00,Dorm_C,19.98
2025-01-10 12:00:00,Dorm_C,17.03
2025-01-10 13:00:00,Dorm_C,19.41
2025-01-10 14:00:00,Dorm_C,15.09
2025-01-10 15:00:00,Dorm_C,18.37
2025-01-10 16:00:00,Dorm_C,18.12
2025-01-10 17:00:00,Dorm_C,13.69
2025-01-10 18:00:00,Dorm_C,42.46
2025-01-10 19:00:00,Dorm_C,42.01
2025-01-10 20:00:00,Dorm_C,39.63
2025-01-10 21:00:00,Dorm_C,36.8
2025-01-10 22:00:00,Dorm_C,42.34
2025-01-10 23:00:00,Dorm_C,15.93
2025-01-11 00:00:00,Dorm_C,11.92
2025-01-11 01:00:00,Dorm_C,14.16
2025-01-11 02:00:00,Dorm_C,10.06
2025-01-11 03:00:00,Dorm_C,13.47
2025-01-11 04:00:00,Dorm_C,11.32
2025-01-11 05:00:00,Dorm_C,12.49
2025-01-11 06:00:00,Dorm_C,20.66
2025-01-11 07:00:00,Dorm_C,28.04
2025-01-11 08:00:00,Dorm_C,23.32
2025-01-11 09:00:00,Dorm_C,29.99
2025-01-11 10:00:00,Dorm_C,17.55
2025-01-11 11:00:00,Dorm_C,11.56
2025-01-11 12:00:00,Dorm_C,17.97
2025-01-11 13:00:00,Dorm_C,18.99
2025-01-11 14:00:00,Dorm_C,11.96
2025-01-11 15:00:00,Dorm_C,13.43
2025-01-11 16:00:00,Dorm_C,19.9
2025-01-11 17:00:00,Dorm_C,16.37
2025-01-11 18:00:00,Dorm_C,41.16
2025-01-11 19:00:00,Dorm_C,36.81
2025-01-11 20:00:00,Dorm_C,44.61
2025-01-11 21:00:00,Dorm_C,30.2
2025-01-11 22:00:00,Dorm_C,39.6
2025-01-11 23:00:00,Dorm_C,13.8
2025-01-12 00:00:00,Dorm_C,12.95
2025-01-12 01:00:00,Dorm_C,14.03
2025-01-12 02:00:00,Dorm_C,11.07
2025-01-12 03:00:00,Dorm_C,12.72
2025-01-12 04:00:00,Dorm_C,17.8
2025-01-12 05:00:00,Dorm_C,12.04
2025-01-12 06:00:00,Dorm_C,25.81
2025-01-12 07:00:00,Dorm_C,25.17
2025-01-12 08:00:00,Dorm_C,23.57
2025-01-12 09:00:00,Dorm_C,21.28
2025-01-12 10:00:00,Dorm_C,19.62
2025-01-12 11:00:00,Dorm_C,12.03
2025-01-12 12:00:00,Dorm_C,15.04
2025-01-12 13:00:00,Dorm_C,14.41
2025-01-12 14:00:00,Dorm_C,13.61
2025-01-12 15:00:00,Dorm_C,12.91
2025-01-12 16:00:00,Dorm_C,12.09
2025-01-12 17:00:00,Dorm_C,16.9
2025-01-12 18:00:00,Dorm_C,39.09
2025-01-12 19:00:00,Dorm_C,40.41
2025-01-12 20:00:00,Dorm_C,32.89
2025-01-12 21:00:00,Dorm_C,41.71
2025-01-12 22:00:00,Dorm_C,42.22
2025-01-12 23:00:00,Dorm_C,14.59
2025-01-13 00:00:00,Dorm_C,16.08
2025-01-13 01:00:00,Dorm_C,10.03
2025-01-13 02:00:00,Dorm_C,17.36
2025-01-13 03:00:00,Dorm_C,13.02
2025-01-13 04:00:00,Dorm_C,19.63
2025-01-13 05:00:00,Dorm_C,16.8
2025-01-13 06:00:00,Dorm_C,25.97
2025-01-13 07:00:00,Dorm_C,20.48
2025-01-13 08:00:00,Dorm_C,29.84
2025-01-13 09:00:00,Dorm_C,27.31
2025-01-13 10:00:00,Dorm_C,18.99
2025-01-13 11:00:00,Dorm_C,13.72
2025-01-13 12:00:00,Dorm_C,18.24
2025-01-13 13:00:00,Dorm_C,15.3
2025-01-13 14:00:00,Dorm_C,11.64
2025-01-13 15:00:00,Dorm_C,10.54
2025-01-13 16:00:00,Dorm_C,18.02
2025-01-13 17:00:00,Dorm_C,11.84
2025-01-13 18:00:00,Dorm_C,33.57
2025-01-13 19:00:00,Dorm_C,42.48
2025-01-13 20:00:00,Dorm_C,33.25
2025-01-13 21:00:00,Dorm_C,42.61
2025-01-13 22:00:00,Dorm_C,30.12
2025-01-13 23:00:00,Dorm_C,16.79
2025-01-14 00:00:00,Dorm_C,16.32
2025-01-14 01:00:00,Dorm_C,13.87
2025-01-14 02:00:00,Dorm_C,16.45
2025-01-14 03:00:00,Dorm_C,12.28
2025-01-14 04:00:00,Dorm_C,17.25
2025-01-14 05:00:00,Dorm_C,15.55
2025-01-14 06:00:00,Dorm_C,27.92
2025-01-14 07:00:00,Dorm_C,29.38
2025-01-14 08:00:00,Dorm_C,25.34
2025-01-14 09:00:00,Dorm_C,21.48
2025-01-14 10:00:00,Dorm_C,16.59
2025-01-14 11:00:00,Dorm_C,10.57
2025-01-14 12:00:00,Dorm_C,14.43
2025-01-14 13:00:00,Dorm_C,18.52
2025-01-14 14:00:00,Dorm_C,15.42
2025-01-14 15:00:00,Dorm_C,15.69
2025-01-14 16:00:00,Dorm_C,11.35
2025-01-14 17:00:00,Dorm_C,18.21
2025-01-14 18:00:00,Dorm_C,42.17
2025-01-14 19:00:00,Dorm_C,42.99
2025-01-14 20:00:00,Dorm_C,34.25
2025-01-14 21:00:00,Dorm_C,30.05
2025-01-14 22:00:00,Dorm_C,44.18
2025-01-14 23:00:00,Dorm_C,19.67
